-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: Latitude  50.6307   Longitude 3.061 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 41.86 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PRECTOTCORR
2022,1,4,23,0.0,0.8,92.25,5.09,0.0
2022,1,5,0,0.0,0.17,92.73,5.1,0.0
2022,1,5,1,0.0,-0.05,93.8,5.31,0.0
2022,1,5,2,0.0,-0.19,95.19,5.12,0.0
2022,1,5,3,0.0,-0.1,95.59,5.19,0.0
2022,1,5,4,0.0,-0.01,95.73,5.25,0.0
2022,1,5,5,0.0,0.01,96.42,5.26,0.01
2022,1,5,6,0.0,0.01,97.28,5.32,0.02
2022,1,5,7,0.0,0.08,97.63,5.55,0.02
2022,1,5,8,36.22,0.79,95.53,5.82,0.03
2022,1,5,9,109.32,2.28,91.69,6.07,0.03
2022,1,5,10,165.65,3.91,86.91,6.53,0.02
2022,1,5,11,182.98,5.33,78.18,7.93,0.04
2022,1,5,12,178.18,5.95,71.98,7.83,0.1
2022,1,5,13,139.45,5.92,70.26,7.18,0.12
2022,1,5,14,93.75,5.2,74.81,5.79,0.16
2022,1,5,15,26.48,2.92,88.52,3.81,0.24
2022,1,5,16,0.0,1.57,96.13,3.67,0.3
2022,1,5,17,0.0,1.79,96.31,4.0,0.51
2022,1,5,18,0.0,2.14,95.82,4.32,1.06
2022,1,5,19,0.0,2.51,95.16,4.43,1.07
2022,1,5,20,0.0,2.63,95.51,4.33,0.88
2022,1,5,21,0.0,2.63,95.78,4.23,0.72
2022,1,5,22,0.0,2.7,96.0,4.29,0.54
2022,1,5,23,0.0,2.39,97.93,3.78,0.44
2022,1,6,0,0.0,1.95,100.0,3.4,0.34
2022,1,6,1,0.0,1.5,100.0,3.19,0.25
2022,1,6,2,0.0,1.1,100.0,3.1,0.18
2022,1,6,3,0.0,0.7,100.0,3.0,0.13
2022,1,6,4,0.0,0.18,100.0,2.88,0.09
2022,1,6,5,0.0,-0.16,100.0,2.61,0.05
2022,1,6,6,0.0,-0.28,100.0,2.36,0.03
2022,1,6,7,0.0,-0.59,100.0,2.23,0.03
2022,1,6,8,46.6,-0.17,100.0,2.16,0.02
2022,1,6,9,150.27,2.19,95.12,3.11,0.02
2022,1,6,10,232.82,3.33,90.65,3.41,0.01
2022,1,6,11,257.88,4.32,84.32,3.89,0.03
2022,1,6,12,267.9,4.8,80.72,4.44,0.02
2022,1,6,13,147.52,4.86,79.76,4.88,0.01
2022,1,6,14,89.4,4.29,83.76,4.45,0.01
2022,1,6,15,22.7,2.79,92.02,4.02,0.01
2022,1,6,16,0.0,2.82,91.16,5.66,0.01
2022,1,6,17,0.0,2.88,90.52,6.48,0.01
2022,1,6,18,0.0,2.77,89.44,6.98,0.0
2022,1,6,19,0.0,2.61,87.35,7.34,0.01
2022,1,6,20,0.0,2.26,86.37,7.44,0.1
2022,1,6,21,0.0,1.92,86.6,7.72,1.33
2022,1,6,22,0.0,1.66,87.47,8.04,5.64
2022,1,6,23,0.0,1.52,88.76,9.14,12.98
2022,1,7,0,0.0,1.08,92.03,9.91,14.89
2022,1,7,1,0.0,1.23,93.16,9.3,9.11
2022,1,7,2,0.0,1.59,94.28,8.49,4.67
2022,1,7,3,0.0,2.23,95.41,7.58,3.43
2022,1,7,4,0.0,2.92,96.79,6.49,3.45
2022,1,7,5,0.0,3.26,98.22,5.41,2.49
2022,1,7,6,0.0,3.34,99.1,5.18,0.84
2022,1,7,7,0.0,3.5,98.36,6.04,1.59
2022,1,7,8,21.7,3.71,97.32,6.73,5.41
2022,1,7,9,55.9,4.27,94.92,7.03,7.93
2022,1,7,10,87.1,5.0,91.69,7.13,2.62
2022,1,7,11,100.75,5.9,85.93,7.18,0.21
2022,1,7,12,154.57,6.51,78.23,7.68,0.3
2022,1,7,13,118.15,6.41,73.75,7.2,0.4
2022,1,7,14,65.18,6.04,73.77,6.03,0.22
2022,1,7,15,15.8,5.03,79.3,4.77,0.25
2022,1,7,16,0.0,4.22,84.49,4.42,0.99
2022,1,7,17,0.0,3.85,88.51,4.15,1.95
2022,1,7,18,0.0,3.27,93.44,3.62,3.75
2022,1,7,19,0.0,2.56,97.38,3.32,2.11
2022,1,7,20,0.0,2.09,99.33,3.13,0.29
2022,1,7,21,0.0,1.6,100.0,3.25,0.03
2022,1,7,22,0.0,1.49,98.57,3.85,0.04
2022,1,7,23,0.0,1.25,98.19,4.08,0.05
2022,1,8,0,0.0,1.02,99.64,4.08,0.03
2022,1,8,1,0.0,0.49,100.0,3.91,0.02
2022,1,8,2,0.0,0.04,100.0,3.72,0.02
2022,1,8,3,0.0,0.05,100.0,3.69,0.03
2022,1,8,4,0.0,0.47,100.0,4.09,0.04
2022,1,8,5,0.0,0.79,99.13,4.24,0.07
2022,1,8,6,0.0,1.06,97.92,4.62,0.45
2022,1,8,7,0.0,1.39,96.52,5.9,2.67
2022,1,8,8,14.32,1.6,96.41,6.79,10.67
2022,1,8,9,41.5,1.86,95.65,7.63,17.9
2022,1,8,10,41.4,2.94,94.79,8.65,17.42
2022,1,8,11,52.8,4.61,94.84,9.45,12.03
2022,1,8,12,59.75,5.87,95.44,8.95,3.38
2022,1,8,13,39.55,6.38,95.41,8.98,3.61
2022,1,8,14,41.08,6.41,95.68,9.53,11.05
2022,1,8,15,12.8,6.07,95.87,9.78,27.75
2022,1,8,16,0.0,5.63,94.63,10.73,49.99
2022,1,8,17,0.0,5.23,94.24,10.36,62.09
2022,1,8,18,0.0,5.06,94.6,9.57,64.68
2022,1,8,19,0.0,5.43,95.0,8.8,51.99
2022,1,8,20,0.0,5.91,94.7,9.24,25.34
2022,1,8,21,0.0,5.42,94.07,11.85,30.29
2022,1,8,22,0.0,5.0,91.86,12.08,23.5
2022,1,8,23,0.0,5.39,88.66,10.91,7.72
2022,1,9,0,0.0,5.12,88.14,9.65,1.53
2022,1,9,1,0.0,4.69,88.53,8.93,0.2
2022,1,9,2,0.0,4.24,89.76,8.21,0.11
2022,1,9,3,0.0,3.84,90.63,7.47,0.14
2022,1,9,4,0.0,3.22,93.33,6.64,0.12
2022,1,9,5,0.0,2.49,96.62,5.89,0.09
2022,1,9,6,0.0,1.7,100.0,5.11,0.05
2022,1,9,7,0.0,1.56,100.0,5.12,0.03
2022,1,9,8,46.75,2.18,96.74,5.11,0.02
2022,1,9,9,144.77,3.68,91.43,5.17,0.01
2022,1,9,10,230.88,5.18,86.5,4.98,0.02
2022,1,9,11,252.15,6.64,77.38,5.76,0.02
2022,1,9,12,241.4,7.1,73.24,5.34,0.04
2022,1,9,13,204.4,7.06,72.65,4.58,0.01
2022,1,9,14,130.23,6.08,81.67,2.74,0.02
2022,1,9,15,37.67,3.29,92.72,2.55,0.02
2022,1,9,16,0.0,1.81,99.86,2.8,0.01
2022,1,9,17,0.0,1.33,100.0,2.83,0.01
2022,1,9,18,0.0,0.93,100.0,2.74,0.0
2022,1,9,19,0.0,0.61,100.0,2.65,0.0
2022,1,9,20,0.0,0.3,100.0,2.6,0.0
2022,1,9,21,0.0,0.23,100.0,2.41,0.0
2022,1,9,22,0.0,0.39,100.0,2.15,0.0
2022,1,9,23,0.0,0.61,100.0,1.86,0.0
2022,1,10,0,0.0,0.66,100.0,1.66,0.0
2022,1,10,1,0.0,0.45,100.0,1.63,0.0
2022,1,10,2,0.0,-0.07,100.0,1.83,0.0
2022,1,10,3,0.0,-0.68,100.0,2.11,0.01
2022,1,10,4,0.0,-0.39,100.0,2.09,0.06
2022,1,10,5,0.0,-0.28,100.0,2.95,0.29
2022,1,10,6,0.0,-0.47,100.0,3.18,0.24
2022,1,10,7,0.0,-0.35,99.26,3.43,0.26
2022,1,10,8,28.42,-0.22,96.97,3.72,0.23
2022,1,10,9,61.47,0.42,94.51,3.78,0.18
2022,1,10,10,102.93,1.42,92.11,3.92,0.18
2022,1,10,11,122.9,2.19,90.18,3.88,0.13
2022,1,10,12,112.93,2.67,89.62,3.89,0.08
2022,1,10,13,94.32,2.79,90.44,4.02,0.06
2022,1,10,14,54.15,2.54,92.14,4.12,0.08
2022,1,10,15,15.55,2.0,94.92,3.92,0.1
2022,1,10,16,0.0,1.27,97.9,3.62,0.14
2022,1,10,17,0.0,1.15,95.63,4.35,0.1
2022,1,10,18,0.0,0.9,95.43,4.72,0.02
2022,1,10,19,0.0,0.18,98.49,4.49,0.01
2022,1,10,20,0.0,-0.13,98.2,4.81,0.04
2022,1,10,21,0.0,-0.21,97.24,4.96,0.05
2022,1,10,22,0.0,-0.15,96.81,4.65,0.02
2022,1,10,23,0.0,-0.16,96.92,4.51,0.01
2022,1,11,0,0.0,-0.38,97.06,4.59,0.01
2022,1,11,1,0.0,-0.6,97.19,4.82,0.02
2022,1,11,2,0.0,-0.77,97.16,4.97,0.03
2022,1,11,3,0.0,-0.89,96.99,5.06,0.02
2022,1,11,4,0.0,-1.05,97.14,5.09,0.02
2022,1,11,5,0.0,-1.13,96.93,5.19,0.02
2022,1,11,6,0.0,-1.22,97.09,5.22,0.02
2022,1,11,7,0.0,-1.29,97.09,5.35,0.02
2022,1,11,8,37.8,-0.57,93.2,5.97,0.0
2022,1,11,9,113.53,0.54,89.14,5.81,0.0
2022,1,11,10,174.43,1.98,82.97,6.33,0.0
2022,1,11,11,227.18,3.28,78.19,6.07,0.0
2022,1,11,12,239.98,4.25,75.41,5.72,0.0
2022,1,11,13,195.43,4.66,74.61,5.37,0.0
2022,1,11,14,118.32,4.14,79.79,4.21,0.0
2022,1,11,15,32.97,1.63,93.71,3.02,0.0
2022,1,11,16,0.0,0.04,100.0,3.33,0.0
2022,1,11,17,0.0,0.19,100.0,3.57,0.0
2022,1,11,18,0.0,0.23,100.0,3.73,0.05
2022,1,11,19,0.0,-0.04,100.0,3.62,0.11
2022,1,11,20,0.0,0.35,98.8,3.78,0.16
2022,1,11,21,0.0,1.1,93.36,4.42,0.22
2022,1,11,22,0.0,1.29,91.87,4.26,0.28
2022,1,11,23,0.0,1.28,92.21,3.9,0.44
2022,1,12,0,0.0,1.28,92.99,3.47,0.52
2022,1,12,1,0.0,1.37,93.16,3.27,0.48
2022,1,12,2,0.0,1.47,93.25,3.18,0.47
2022,1,12,3,0.0,1.49,93.86,2.78,0.66
2022,1,12,4,0.0,1.66,94.19,2.32,0.75
2022,1,12,5,0.0,1.85,95.08,2.06,1.16
2022,1,12,6,0.0,2.15,95.86,1.68,1.19
2022,1,12,7,0.0,2.34,97.36,1.12,0.98
2022,1,12,8,21.23,2.94,96.85,0.87,0.66
2022,1,12,9,37.25,3.9,94.84,0.75,0.48
2022,1,12,10,85.8,4.67,92.21,0.38,0.33
2022,1,12,11,134.12,5.63,88.78,0.51,0.21
2022,1,12,12,138.75,7.13,83.3,1.24,0.15
2022,1,12,13,124.85,7.24,80.9,1.73,0.1
2022,1,12,14,81.97,6.67,85.84,1.47,0.06
2022,1,12,15,28.58,4.58,90.07,1.63,0.04
2022,1,12,16,0.0,3.17,93.46,1.66,0.05
2022,1,12,17,0.0,2.68,96.12,1.46,0.09
2022,1,12,18,0.0,2.19,99.11,1.15,0.04
2022,1,12,19,0.0,2.16,99.59,0.93,0.03
2022,1,12,20,0.0,1.9,100.0,0.76,0.01
2022,1,12,21,0.0,1.53,100.0,0.84,0.01
2022,1,12,22,0.0,0.88,100.0,1.21,0.02
2022,1,12,23,0.0,0.52,100.0,1.39,0.05
2022,1,13,0,0.0,0.61,100.0,1.96,0.17
2022,1,13,1,0.0,0.53,98.22,2.24,0.28
2022,1,13,2,0.0,0.36,97.83,2.42,0.27
2022,1,13,3,0.0,0.23,97.67,2.37,0.34
2022,1,13,4,0.0,0.08,97.64,2.18,0.27
2022,1,13,5,0.0,-0.06,97.62,1.99,0.24
2022,1,13,6,0.0,-0.19,97.85,1.83,0.23
2022,1,13,7,0.0,-0.28,97.75,1.75,0.22
2022,1,13,8,37.72,0.07,96.38,1.83,0.15
2022,1,13,9,113.93,0.93,95.13,1.74,0.07
2022,1,13,10,187.77,2.31,92.6,1.63,0.01
2022,1,13,11,225.7,4.07,87.6,1.46,0.0
2022,1,13,12,232.62,5.25,84.16,1.42,0.0
2022,1,13,13,202.7,5.82,83.19,1.35,0.0
2022,1,13,14,130.88,5.64,87.3,1.14,0.0
2022,1,13,15,42.97,4.03,93.42,1.22,0.0
2022,1,13,16,0.0,3.02,99.22,1.39,0.0
2022,1,13,17,0.0,2.61,100.0,1.44,0.0
2022,1,13,18,0.0,2.2,100.0,1.49,0.0
2022,1,13,19,0.0,1.67,100.0,1.64,0.0
2022,1,13,20,0.0,1.12,100.0,1.85,0.02
2022,1,13,21,0.0,0.76,100.0,1.99,0.05
2022,1,13,22,0.0,0.48,100.0,2.04,0.1
2022,1,13,23,0.0,0.3,100.0,2.03,0.12
2022,1,14,0,0.0,0.2,100.0,1.95,0.23
2022,1,14,1,0.0,0.17,100.0,1.81,0.19
2022,1,14,2,0.0,0.15,100.0,1.69,0.18
2022,1,14,3,0.0,0.14,100.0,1.57,0.08
2022,1,14,4,0.0,0.33,100.0,1.4,0.09
2022,1,14,5,0.0,0.61,98.45,1.86,0.14
2022,1,14,6,0.0,0.46,98.46,1.93,0.12
2022,1,14,7,0.0,0.12,98.51,2.14,0.11
2022,1,14,8,44.78,0.7,95.48,2.69,0.05
2022,1,14,9,132.9,2.51,89.47,2.57,0.01
2022,1,14,10,212.7,4.34,82.75,2.37,0.01
2022,1,14,11,263.98,6.09,79.34,1.77,0.0
2022,1,14,12,275.35,7.63,76.36,1.22,0.0
2022,1,14,13,241.68,8.64,74.04,0.93,0.0
2022,1,14,14,150.82,8.24,78.75,0.56,0.0
2022,1,14,15,47.35,7.23,77.55,0.38,0.0
2022,1,14,16,0.0,6.29,82.54,0.36,0.0
2022,1,14,17,0.0,5.63,85.84,0.59,0.01
2022,1,14,18,0.0,4.92,89.23,0.91,0.02
2022,1,14,19,0.0,3.62,96.28,1.16,0.05
2022,1,14,20,0.0,2.82,100.0,1.42,0.11
2022,1,14,21,0.0,1.99,100.0,1.65,0.15
2022,1,14,22,0.0,1.0,100.0,1.92,0.35
2022,1,14,23,0.0,-0.04,100.0,2.2,0.87
2022,1,15,0,0.0,-0.48,100.0,2.41,0.95
2022,1,15,1,0.0,0.4,100.0,2.37,0.78
2022,1,15,2,0.0,0.36,98.73,3.41,0.92
2022,1,15,3,0.0,-0.25,98.22,3.31,0.83
2022,1,15,4,0.0,-0.74,98.27,3.27,0.67
2022,1,15,5,0.0,-1.05,98.17,3.29,0.61
2022,1,15,6,0.0,-1.4,98.64,3.4,0.54
2022,1,15,7,0.0,-1.71,98.73,3.61,0.52
2022,1,15,8,37.8,-1.54,97.03,3.98,0.36
2022,1,15,9,111.82,-0.35,93.13,4.3,0.18
2022,1,15,10,177.43,1.22,88.46,4.36,0.04
2022,1,15,11,228.88,2.71,84.1,3.96,0.0
2022,1,15,12,215.85,3.87,81.67,3.52,0.0
2022,1,15,13,202.52,4.4,81.36,3.22,0.0
2022,1,15,14,127.32,4.02,86.51,2.39,0.0
2022,1,15,15,41.6,1.61,97.63,2.33,0.0
2022,1,15,16,0.0,-0.03,100.0,2.78,0.0
2022,1,15,17,0.0,-0.37,100.0,2.89,0.0
2022,1,15,18,0.0,-0.65,100.0,3.02,0.0
2022,1,15,19,0.0,-0.6,100.0,3.24,0.0
2022,1,15,20,0.0,-0.2,100.0,3.74,0.07
2022,1,15,21,0.0,-0.16,98.94,3.81,0.17
2022,1,15,22,0.0,-0.29,100.0,3.7,0.12
2022,1,15,23,0.0,-0.5,100.0,3.58,0.17
2022,1,16,0,0.0,-0.01,100.0,3.64,0.19
2022,1,16,1,0.0,0.58,100.0,3.58,0.19
2022,1,16,2,0.0,1.33,100.0,3.62,0.1
2022,1,16,3,0.0,2.04,100.0,3.8,0.05
2022,1,16,4,0.0,2.16,100.0,3.62,0.05
2022,1,16,5,0.0,2.46,100.0,4.34,0.1
2022,1,16,6,0.0,2.49,100.0,4.99,0.24
2022,1,16,7,0.0,2.1,97.77,5.69,1.18
2022,1,16,8,25.02,1.81,94.97,6.25,1.87
2022,1,16,9,53.88,2.24,91.22,6.71,2.43
2022,1,16,10,91.57,2.82,89.29,7.12,4.54
2022,1,16,11,90.32,2.83,90.72,6.77,8.09
2022,1,16,12,107.2,2.76,93.57,6.51,6.84
2022,1,16,13,117.82,3.37,95.89,5.79,3.1
2022,1,16,14,78.53,4.35,97.31,4.79,1.23
2022,1,16,15,29.33,4.75,100.0,3.71,0.47
2022,1,16,16,0.0,4.63,100.0,2.86,0.25
2022,1,16,17,0.0,4.36,100.0,2.58,0.13
2022,1,16,18,0.0,3.76,100.0,2.62,0.07
2022,1,16,19,0.0,3.6,100.0,2.53,0.12
2022,1,16,20,0.0,4.18,100.0,2.23,0.26
2022,1,16,21,0.0,4.1,100.0,2.07,0.37
2022,1,16,22,0.0,3.94,100.0,2.03,0.42
2022,1,16,23,0.0,3.88,99.62,2.13,0.47
2022,1,17,0,0.0,3.92,99.36,2.09,0.48
2022,1,17,1,0.0,3.99,99.89,2.06,0.52
2022,1,17,2,0.0,4.0,100.0,2.59,0.56
2022,1,17,3,0.0,4.02,99.91,3.02,0.51
2022,1,17,4,0.0,4.07,100.0,3.26,0.5
2022,1,17,5,0.0,3.94,100.0,3.37,0.38
2022,1,17,6,0.0,3.65,100.0,3.51,0.18
2022,1,17,7,0.0,3.54,99.93,4.15,0.16
2022,1,17,8,51.33,3.4,97.82,4.73,0.19
2022,1,17,9,139.38,3.48,96.07,4.26,0.15
2022,1,17,10,211.38,4.32,92.59,4.07,0.05
2022,1,17,11,242.27,5.47,88.01,3.85,0.02
2022,1,17,12,259.67,6.8,82.6,3.69,0.0
2022,1,17,13,238.68,7.54,81.2,3.49,0.0
2022,1,17,14,161.05,7.28,86.22,2.61,0.0
2022,1,17,15,61.25,4.49,99.93,2.34,0.0
2022,1,17,16,0.0,2.54,100.0,2.67,0.01
2022,1,17,17,0.0,1.98,100.0,2.68,0.01
2022,1,17,18,0.0,1.62,100.0,2.58,0.0
2022,1,17,19,0.0,1.68,100.0,2.35,0.0
2022,1,17,20,0.0,2.03,100.0,2.04,0.01
2022,1,17,21,0.0,2.39,100.0,1.68,0.07
2022,1,17,22,0.0,2.7,100.0,1.3,0.28
2022,1,17,23,0.0,2.39,100.0,1.24,0.45
2022,1,18,0,0.0,2.09,100.0,1.49,0.47
2022,1,18,1,0.0,1.85,99.63,1.33,0.48
2022,1,18,2,0.0,1.41,98.43,1.07,0.51
2022,1,18,3,0.0,0.93,97.58,0.83,0.41
2022,1,18,4,0.0,0.65,97.52,0.66,0.42
2022,1,18,5,0.0,0.46,97.31,0.81,0.33
2022,1,18,6,0.0,0.41,97.41,0.92,0.23
2022,1,18,7,0.0,0.54,97.3,0.88,0.17
2022,1,18,8,45.85,0.96,96.44,0.78,0.11
2022,1,18,9,119.0,1.74,95.73,0.99,0.08
2022,1,18,10,191.73,2.72,94.81,1.68,0.05
2022,1,18,11,221.62,3.93,92.89,2.39,0.03
2022,1,18,12,221.95,5.6,88.76,3.07,0.0
2022,1,18,13,196.88,6.64,85.06,3.32,0.0
2022,1,18,14,128.07,6.62,87.31,2.54,0.0
2022,1,18,15,51.45,3.78,100.0,2.45,0.0
2022,1,18,16,0.0,1.73,100.0,2.91,0.0
2022,1,18,17,0.0,1.26,100.0,2.94,0.0
2022,1,18,18,0.0,0.88,100.0,2.88,0.0
2022,1,18,19,0.0,0.48,100.0,2.83,0.0
2022,1,18,20,0.0,-0.01,100.0,2.78,0.0
2022,1,18,21,0.0,-0.62,100.0,2.79,0.01
2022,1,18,22,0.0,-1.27,100.0,2.87,0.04
2022,1,18,23,0.0,-1.83,100.0,2.93,0.06
2022,1,19,0,0.0,-1.65,100.0,2.77,0.1
2022,1,19,1,0.0,-0.32,100.0,3.05,0.23
2022,1,19,2,0.0,-0.39,98.31,3.52,0.44
2022,1,19,3,0.0,-0.74,98.55,3.15,0.31
2022,1,19,4,0.0,-1.18,98.6,3.13,0.29
2022,1,19,5,0.0,-1.34,98.38,3.02,0.22
2022,1,19,6,0.0,-1.2,97.78,3.2,0.19
2022,1,19,7,0.0,-0.79,97.04,3.63,0.15
2022,1,19,8,27.1,0.22,94.18,4.42,0.13
2022,1,19,9,65.32,1.48,91.51,4.81,0.2
2022,1,19,10,98.78,2.74,90.85,4.58,0.59
2022,1,19,11,79.78,4.14,89.98,4.52,0.47
2022,1,19,12,122.12,5.61,88.46,4.62,0.19
2022,1,19,13,113.8,6.73,87.25,4.95,0.78
2022,1,19,14,74.78,6.26,91.77,4.67,5.67
2022,1,19,15,27.95,6.01,93.88,5.34,6.49
2022,1,19,16,0.0,6.06,94.8,5.86,3.57
2022,1,19,17,0.0,6.17,96.01,5.69,2.83
2022,1,19,18,0.0,6.11,95.44,5.68,4.79
