-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: Latitude  43.2941   Longitude 5.3736 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 317.26 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PRECTOTCORR
2022,1,4,23,0.0,9.34,100.0,2.07,4.64
2022,1,5,0,0.0,9.72,100.0,2.4,5.54
2022,1,5,1,0.0,10.08,97.98,4.85,2.62
2022,1,5,2,0.0,9.27,96.17,7.25,0.59
2022,1,5,3,0.0,7.15,93.58,7.91,0.06
2022,1,5,4,0.0,5.6,88.24,8.3,0.0
2022,1,5,5,0.0,4.94,86.73,8.38,0.01
2022,1,5,6,0.0,4.35,86.53,9.24,0.02
2022,1,5,7,18.62,4.15,85.33,10.46,0.04
2022,1,5,8,136.4,5.01,79.3,11.54,0.04
2022,1,5,9,269.58,5.99,69.46,12.97,0.03
2022,1,5,10,359.77,6.64,60.07,14.01,0.01
2022,1,5,11,408.83,7.05,53.14,14.75,0.01
2022,1,5,12,398.5,6.86,50.7,15.46,0.01
2022,1,5,13,337.83,6.32,50.02,15.99,0.02
2022,1,5,14,218.38,5.42,51.88,16.22,0.05
2022,1,5,15,77.93,4.27,54.75,16.09,0.06
2022,1,5,16,0.0,3.25,59.66,15.4,0.05
2022,1,5,17,0.0,2.83,63.36,14.49,0.03
2022,1,5,18,0.0,2.58,65.8,13.56,0.04
2022,1,5,19,0.0,2.35,67.76,12.85,0.01
2022,1,5,20,0.0,2.16,68.49,12.01,0.0
2022,1,5,21,0.0,1.95,69.32,11.2,0.01
2022,1,5,22,0.0,1.8,69.41,10.92,0.01
2022,1,5,23,0.0,1.7,69.01,10.65,0.04
2022,1,6,0,0.0,1.59,69.36,10.31,0.11
2022,1,6,1,0.0,1.49,69.44,9.99,0.13
2022,1,6,2,0.0,1.62,68.16,9.51,0.14
2022,1,6,3,0.0,1.6,68.98,8.7,0.07
2022,1,6,4,0.0,1.62,70.06,7.98,0.02
2022,1,6,5,0.0,1.55,71.36,7.25,0.01
2022,1,6,6,0.0,1.17,72.91,6.37,0.0
2022,1,6,7,18.98,0.58,76.12,5.73,0.0
2022,1,6,8,139.27,2.01,70.49,6.14,0.0
2022,1,6,9,271.55,4.73,58.19,5.63,0.0
2022,1,6,10,365.2,7.64,45.97,4.76,0.0
2022,1,6,11,418.58,9.88,36.43,3.59,0.0
2022,1,6,12,402.17,10.95,32.0,2.8,0.0
2022,1,6,13,331.17,11.06,32.12,3.02,0.0
2022,1,6,14,215.1,10.1,41.2,3.31,0.0
2022,1,6,15,77.15,6.77,62.27,3.45,0.0
2022,1,6,16,0.0,3.82,75.54,4.08,0.0
2022,1,6,17,0.0,2.78,81.37,4.03,0.0
2022,1,6,18,0.0,1.89,83.84,3.54,0.0
2022,1,6,19,0.0,1.32,83.67,3.21,0.0
2022,1,6,20,0.0,1.43,78.88,2.71,0.0
2022,1,6,21,0.0,2.34,70.27,2.13,0.0
2022,1,6,22,0.0,3.18,64.19,1.54,0.0
2022,1,6,23,0.0,3.94,60.67,1.14,0.0
2022,1,7,0,0.0,3.72,63.02,1.55,0.0
2022,1,7,1,0.0,3.37,67.66,2.2,0.0
2022,1,7,2,0.0,3.12,72.37,2.38,0.0
2022,1,7,3,0.0,3.38,74.08,2.1,0.0
2022,1,7,4,0.0,3.47,76.62,1.63,0.0
2022,1,7,5,0.0,3.45,78.14,1.28,0.01
2022,1,7,6,0.0,2.72,82.3,1.1,0.01
2022,1,7,7,20.27,2.68,81.49,1.12,0.0
2022,1,7,8,143.3,4.51,80.56,1.0,0.0
2022,1,7,9,274.55,6.51,66.57,1.56,0.0
2022,1,7,10,371.83,7.53,63.57,2.31,0.0
2022,1,7,11,420.9,8.19,60.32,3.17,0.0
2022,1,7,12,405.58,8.73,54.09,4.79,0.0
2022,1,7,13,325.1,8.73,49.63,6.61,0.0
2022,1,7,14,206.68,8.04,47.94,7.82,0.0
2022,1,7,15,70.97,6.3,53.7,7.61,0.0
2022,1,7,16,0.0,4.33,65.55,6.96,0.0
2022,1,7,17,0.0,3.43,76.85,6.69,0.0
2022,1,7,18,0.0,3.03,84.43,7.27,0.0
2022,1,7,19,0.0,2.6,88.34,7.6,0.0
2022,1,7,20,0.0,2.19,90.33,7.85,0.0
2022,1,7,21,0.0,1.88,91.27,7.58,0.0
2022,1,7,22,0.0,1.67,92.0,6.8,0.0
2022,1,7,23,0.0,1.31,93.23,5.62,0.01
2022,1,8,0,0.0,0.82,94.61,4.67,0.01
2022,1,8,1,0.0,0.68,94.57,4.21,0.07
2022,1,8,2,0.0,1.71,90.26,3.75,0.08
2022,1,8,3,0.0,1.63,93.47,3.81,0.04
2022,1,8,4,0.0,1.28,100.0,3.83,0.01
2022,1,8,5,0.0,1.21,100.0,4.11,0.0
2022,1,8,6,0.0,1.29,100.0,4.62,0.0
2022,1,8,7,19.0,1.86,98.64,5.18,0.0
2022,1,8,8,133.05,4.09,85.78,6.15,0.0
2022,1,8,9,258.17,6.18,76.33,6.75,0.0
2022,1,8,10,350.8,8.0,66.93,7.74,0.0
2022,1,8,11,407.75,9.01,62.99,7.94,0.0
2022,1,8,12,386.73,9.51,62.05,8.15,0.01
2022,1,8,13,308.25,9.53,63.01,8.27,0.01
2022,1,8,14,201.7,9.04,66.2,7.52,0.01
2022,1,8,15,74.3,7.36,76.45,5.07,0.01
2022,1,8,16,0.0,5.71,86.98,4.11,0.01
2022,1,8,17,0.0,5.11,91.2,4.07,0.01
2022,1,8,18,0.0,4.98,93.65,3.93,0.01
2022,1,8,19,0.0,4.3,100.0,3.54,0.06
2022,1,8,20,0.0,3.31,100.0,3.5,0.6
2022,1,8,21,0.0,4.32,100.0,3.92,1.74
2022,1,8,22,0.0,5.82,100.0,5.02,0.81
2022,1,8,23,0.0,6.88,95.69,6.8,1.3
2022,1,9,0,0.0,7.12,89.74,8.63,0.57
2022,1,9,1,0.0,6.92,90.91,8.16,0.1
2022,1,9,2,0.0,6.43,95.24,7.26,0.04
2022,1,9,3,0.0,5.91,96.53,7.1,0.01
2022,1,9,4,0.0,5.19,91.5,7.39,0.0
2022,1,9,5,0.0,4.42,89.37,7.37,0.0
2022,1,9,6,0.0,3.74,89.31,7.24,0.0
2022,1,9,7,17.02,3.41,88.25,7.09,0.0
2022,1,9,8,114.53,4.55,81.48,7.29,0.0
2022,1,9,9,228.32,6.14,71.65,7.76,0.0
2022,1,9,10,317.02,7.42,63.8,8.14,0.0
2022,1,9,11,343.25,8.3,58.78,7.99,0.0
2022,1,9,12,305.05,8.54,57.5,7.6,0.01
2022,1,9,13,247.1,8.45,59.09,7.39,0.01
2022,1,9,14,151.93,7.82,64.75,6.38,0.06
2022,1,9,15,54.7,6.82,74.66,4.86,0.07
2022,1,9,16,0.0,5.53,85.92,4.03,0.03
2022,1,9,17,0.0,5.06,90.92,3.93,0.01
2022,1,9,18,0.0,4.73,93.95,4.0,0.01
2022,1,9,19,0.0,4.47,95.66,4.15,0.01
2022,1,9,20,0.0,4.48,94.68,4.43,0.02
2022,1,9,21,0.0,4.49,93.32,5.04,0.04
2022,1,9,22,0.0,4.32,92.18,5.47,0.03
2022,1,9,23,0.0,4.03,91.76,5.92,0.05
2022,1,10,0,0.0,3.67,92.15,6.15,0.06
2022,1,10,1,0.0,3.4,92.35,6.22,0.05
2022,1,10,2,0.0,3.28,92.33,6.24,0.02
2022,1,10,3,0.0,3.27,91.79,6.23,0.01
2022,1,10,4,0.0,3.22,91.11,6.27,0.01
2022,1,10,5,0.0,3.18,90.16,6.26,0.02
2022,1,10,6,0.0,3.05,89.81,6.14,0.01
2022,1,10,7,16.25,3.24,87.42,6.11,0.01
2022,1,10,8,120.6,4.5,80.4,6.25,0.01
2022,1,10,9,244.77,6.49,67.81,6.37,0.01
2022,1,10,10,336.7,8.71,54.71,6.05,0.01
2022,1,10,11,381.08,10.29,46.6,5.39,0.02
2022,1,10,12,393.58,10.97,43.12,4.64,0.01
2022,1,10,13,344.1,10.98,42.16,4.03,0.01
2022,1,10,14,231.43,10.25,45.92,3.14,0.01
2022,1,10,15,94.95,7.28,65.65,2.43,0.02
2022,1,10,16,0.0,4.23,71.57,3.01,0.01
2022,1,10,17,0.0,3.08,75.25,3.11,0.0
2022,1,10,18,0.0,2.29,77.51,3.1,0.0
2022,1,10,19,0.0,1.87,76.57,3.05,0.0
2022,1,10,20,0.0,1.98,70.9,2.87,0.0
2022,1,10,21,0.0,2.31,64.06,2.78,0.0
2022,1,10,22,0.0,2.53,59.43,2.79,0.0
2022,1,10,23,0.0,2.79,55.2,2.75,0.0
2022,1,11,0,0.0,2.66,53.17,2.88,0.0
2022,1,11,1,0.0,2.29,52.21,3.04,0.0
2022,1,11,2,0.0,1.99,51.34,3.06,0.0
2022,1,11,3,0.0,2.16,47.42,2.71,0.0
2022,1,11,4,0.0,2.1,45.43,2.2,0.0
2022,1,11,5,0.0,2.04,44.53,1.75,0.0
2022,1,11,6,0.0,1.95,45.27,1.35,0.0
2022,1,11,7,22.0,2.56,46.58,1.05,0.0
2022,1,11,8,150.15,5.04,56.06,0.65,0.0
2022,1,11,9,281.9,7.57,42.56,0.54,0.0
2022,1,11,10,375.45,9.35,38.13,1.45,0.0
2022,1,11,11,435.1,11.29,38.67,3.16,0.0
2022,1,11,12,418.48,11.8,40.78,3.56,0.0
2022,1,11,13,347.88,11.75,43.54,3.34,0.0
2022,1,11,14,231.05,10.95,56.14,2.11,0.0
2022,1,11,15,92.3,9.12,61.99,1.42,0.0
2022,1,11,16,0.0,8.17,56.71,0.46,0.0
2022,1,11,17,0.0,7.1,60.57,0.52,0.0
2022,1,11,18,0.0,6.05,63.64,1.22,0.0
2022,1,11,19,0.0,5.13,65.91,1.85,0.0
2022,1,11,20,0.0,3.66,70.11,2.54,0.0
2022,1,11,21,0.0,2.53,71.88,3.0,0.0
2022,1,11,22,0.0,2.19,68.58,3.02,0.0
2022,1,11,23,0.0,2.66,61.84,2.79,0.0
2022,1,12,0,0.0,3.24,56.08,2.53,0.0
2022,1,12,1,0.0,3.49,54.31,2.47,0.0
2022,1,12,2,0.0,3.12,58.87,2.74,0.0
2022,1,12,3,0.0,2.21,69.65,3.23,0.0
2022,1,12,4,0.0,1.55,80.91,3.64,0.0
2022,1,12,5,0.0,1.4,89.07,3.84,0.0
2022,1,12,6,0.0,1.46,93.4,3.77,0.0
2022,1,12,7,19.35,2.35,90.75,3.42,0.0
2022,1,12,8,134.0,5.96,81.5,2.57,0.0
2022,1,12,9,263.02,8.98,62.47,3.06,0.0
2022,1,12,10,360.5,10.5,52.81,3.44,0.0
2022,1,12,11,430.23,11.35,46.95,2.62,0.0
2022,1,12,12,411.77,11.76,43.16,1.66,0.0
2022,1,12,13,341.5,11.71,42.26,1.05,0.0
2022,1,12,14,224.98,10.97,49.35,0.91,0.0
2022,1,12,15,92.0,8.23,64.71,1.47,0.0
2022,1,12,16,0.0,5.59,67.3,2.11,0.0
2022,1,12,17,0.0,4.63,69.56,2.02,0.0
2022,1,12,18,0.0,4.62,67.01,1.76,0.0
2022,1,12,19,0.0,4.45,66.32,1.79,0.0
2022,1,12,20,0.0,3.73,70.38,2.22,0.0
2022,1,12,21,0.0,3.09,76.78,2.78,0.0
2022,1,12,22,0.0,2.29,87.93,3.25,0.0
2022,1,12,23,0.0,1.85,97.81,3.5,0.0
2022,1,13,0,0.0,1.51,100.0,3.57,0.0
2022,1,13,1,0.0,1.22,100.0,3.61,0.0
2022,1,13,2,0.0,1.01,99.4,3.61,0.0
2022,1,13,3,0.0,0.99,92.52,3.45,0.0
2022,1,13,4,0.0,1.08,86.38,3.31,0.0
2022,1,13,5,0.0,1.12,81.11,3.24,0.0
2022,1,13,6,0.0,1.22,74.58,3.16,0.0
2022,1,13,7,22.35,1.77,69.64,3.11,0.0
2022,1,13,8,151.5,5.07,68.25,2.67,0.0
2022,1,13,9,283.35,8.36,47.94,3.16,0.0
2022,1,13,10,381.62,10.2,42.11,3.72,0.0
2022,1,13,11,441.45,11.22,40.29,3.89,0.0
2022,1,13,12,425.08,11.69,39.85,3.54,0.0
2022,1,13,13,354.92,11.68,40.57,2.82,0.0
2022,1,13,14,238.15,10.97,49.94,1.78,0.0
2022,1,13,15,102.7,9.17,56.49,1.32,0.0
2022,1,13,16,0.0,7.8,52.68,1.06,0.0
2022,1,13,17,0.0,7.31,54.8,1.07,0.0
2022,1,13,18,0.0,5.84,61.86,1.42,0.0
2022,1,13,19,0.0,4.6,67.63,1.82,0.0
2022,1,13,20,0.0,3.65,71.91,2.15,0.0
2022,1,13,21,0.0,2.85,74.4,2.51,0.0
2022,1,13,22,0.0,2.21,74.74,2.77,0.0
2022,1,13,23,0.0,1.95,72.05,2.9,0.0
2022,1,14,0,0.0,1.86,68.15,2.96,0.09
2022,1,14,1,0.0,1.86,64.5,2.97,0.09
2022,1,14,2,0.0,1.95,60.9,2.92,0.09
2022,1,14,3,0.0,1.99,58.44,2.83,0.0
2022,1,14,4,0.0,1.79,57.65,2.86,0.0
2022,1,14,5,0.0,1.61,57.0,2.9,0.0
2022,1,14,6,0.0,1.6,55.18,2.86,0.0
2022,1,14,7,24.08,2.18,55.83,2.74,0.0
2022,1,14,8,153.68,4.97,63.59,2.25,0.0
2022,1,14,9,289.92,8.01,41.77,2.3,0.0
2022,1,14,10,388.08,10.05,34.97,1.65,0.0
2022,1,14,11,439.62,11.43,34.58,2.29,0.0
2022,1,14,12,425.8,11.96,35.3,3.12,0.0
2022,1,14,13,359.48,11.83,37.41,3.68,0.0
2022,1,14,14,244.65,10.78,46.84,3.38,0.0
2022,1,14,15,110.8,7.36,66.69,2.99,0.0
2022,1,14,16,0.0,4.32,72.96,3.37,0.0
2022,1,14,17,0.0,3.65,73.86,3.28,0.0
2022,1,14,18,0.0,3.29,74.11,3.08,0.0
2022,1,14,19,0.0,3.05,74.53,2.88,0.0
2022,1,14,20,0.0,2.76,76.27,2.65,0.0
2022,1,14,21,0.0,2.42,77.89,2.44,0.0
2022,1,14,22,0.0,2.4,76.45,2.37,0.0
2022,1,14,23,0.0,2.61,72.71,2.4,0.0
2022,1,15,0,0.0,2.61,69.88,2.43,0.0
2022,1,15,1,0.0,2.72,66.96,2.42,0.0
2022,1,15,2,0.0,2.88,64.7,2.35,0.0
2022,1,15,3,0.0,2.82,63.9,2.29,0.0
2022,1,15,4,0.0,2.66,63.77,2.19,0.0
2022,1,15,5,0.0,2.58,63.28,2.05,0.0
2022,1,15,6,0.0,2.54,62.61,1.91,0.0
2022,1,15,7,27.65,3.06,60.76,1.84,0.0
2022,1,15,8,161.65,5.48,60.21,1.76,0.0
2022,1,15,9,295.92,7.36,49.37,2.24,0.0
2022,1,15,10,398.83,8.71,45.18,2.74,0.0
2022,1,15,11,442.27,9.63,45.34,3.19,0.0
2022,1,15,12,429.25,10.41,41.39,3.54,0.0
2022,1,15,13,360.38,10.25,43.46,3.52,0.0
2022,1,15,14,246.12,9.37,50.52,3.05,0.0
2022,1,15,15,103.62,6.43,69.74,2.36,0.0
2022,1,15,16,4.88,3.99,70.05,2.5,0.0
2022,1,15,17,0.0,3.56,70.01,2.3,0.0
2022,1,15,18,0.0,3.21,71.37,2.18,0.0
2022,1,15,19,0.0,2.85,72.6,2.12,0.0
2022,1,15,20,0.0,2.37,74.7,2.06,0.0
2022,1,15,21,0.0,2.16,75.39,1.96,0.0
2022,1,15,22,0.0,2.2,74.74,1.89,0.0
2022,1,15,23,0.0,2.17,74.01,1.89,0.0
2022,1,16,0,0.0,2.07,73.64,1.92,0.03
2022,1,16,1,0.0,2.08,72.46,1.95,0.03
2022,1,16,2,0.0,2.11,71.18,1.99,0.03
2022,1,16,3,0.0,2.14,69.68,2.1,0.0
2022,1,16,4,0.0,2.04,68.62,2.22,0.0
2022,1,16,5,0.0,1.94,67.78,2.26,0.0
2022,1,16,6,0.0,1.79,66.71,2.14,0.0
2022,1,16,7,28.23,2.54,64.54,1.98,0.0
2022,1,16,8,166.9,5.08,69.46,1.72,0.0
2022,1,16,9,306.67,7.43,54.32,1.75,0.0
2022,1,16,10,407.5,8.67,49.65,1.98,0.0
2022,1,16,11,452.0,10.06,45.84,3.07,0.0
2022,1,16,12,438.05,10.59,45.82,3.98,0.0
2022,1,16,13,368.5,10.58,46.21,4.78,0.0
2022,1,16,14,257.65,9.71,50.15,4.95,0.0
2022,1,16,15,113.95,6.7,65.55,4.21,0.0
2022,1,16,16,6.05,3.5,78.12,4.73,0.0
2022,1,16,17,0.0,2.82,82.2,5.42,0.0
2022,1,16,18,0.0,1.92,87.0,5.67,0.0
2022,1,16,19,0.0,1.1,88.95,5.65,0.0
2022,1,16,20,0.0,0.6,87.05,5.62,0.0
2022,1,16,21,0.0,0.34,82.91,5.5,0.0
2022,1,16,22,0.0,0.02,79.94,4.96,0.0
2022,1,16,23,0.0,-0.2,78.75,4.34,0.0
2022,1,17,0,0.0,-0.28,76.62,4.03,0.0
2022,1,17,1,0.0,0.07,71.93,3.79,0.0
2022,1,17,2,0.0,0.95,66.05,3.38,0.0
2022,1,17,3,0.0,2.01,61.9,2.95,0.0
2022,1,17,4,0.0,2.25,61.1,2.85,0.0
2022,1,17,5,0.0,1.9,61.55,3.03,0.0
2022,1,17,6,0.0,1.56,60.55,3.17,0.0
2022,1,17,7,28.17,2.27,60.88,3.09,0.0
2022,1,17,8,167.62,5.91,63.68,2.31,0.0
2022,1,17,9,305.8,9.32,42.64,1.98,0.0
2022,1,17,10,398.52,11.14,37.53,1.11,0.0
2022,1,17,11,449.6,13.5,36.32,0.99,0.0
2022,1,17,12,438.73,14.52,35.03,1.71,0.0
2022,1,17,13,375.23,14.32,37.02,2.19,0.0
2022,1,17,14,260.73,13.16,49.83,2.0,0.0
2022,1,17,15,114.45,9.38,67.5,2.43,0.0
2022,1,17,16,6.47,5.86,71.18,2.78,0.0
2022,1,17,17,0.0,4.38,75.88,2.69,0.0
2022,1,17,18,0.0,3.54,77.48,2.49,0.0
2022,1,17,19,0.0,3.15,76.96,2.38,0.0
2022,1,17,20,0.0,2.76,77.43,2.43,0.0
2022,1,17,21,0.0,2.39,79.26,2.65,0.0
2022,1,17,22,0.0,2.17,80.48,2.93,0.0
2022,1,17,23,0.0,2.13,79.13,3.14,0.0
2022,1,18,0,0.0,2.19,75.89,3.28,0.0
2022,1,18,1,0.0,1.86,75.89,3.58,0.0
2022,1,18,2,0.0,1.47,80.83,3.86,0.0
2022,1,18,3,0.0,1.26,88.21,3.99,0.0
2022,1,18,4,0.0,1.17,99.05,4.05,0.0
2022,1,18,5,0.0,1.18,100.0,4.12,0.0
2022,1,18,6,0.0,1.52,100.0,4.16,0.01
2022,1,18,7,24.15,3.13,100.0,3.99,0.01
2022,1,18,8,142.25,7.09,85.39,4.35,0.02
2022,1,18,9,263.48,9.63,74.03,5.31,0.0
2022,1,18,10,356.02,11.18,70.72,6.22,0.0
2022,1,18,11,410.55,12.04,67.15,6.6,0.0
2022,1,18,12,406.25,12.41,65.2,6.53,0.0
2022,1,18,13,346.45,12.22,64.91,6.27,0.0
2022,1,18,14,243.62,11.35,67.47,5.7,0.0
2022,1,18,15,107.38,8.93,79.77,4.02,0.0
2022,1,18,16,6.55,5.86,94.69,3.4,0.0
2022,1,18,17,0.0,4.97,100.0,3.31,0.0
2022,1,18,18,0.0,4.36,100.0,3.26,0.0
2022,1,18,19,0.0,3.95,100.0,3.19,0.0
2022,1,18,20,0.0,3.75,100.0,3.08,0.0
2022,1,18,21,0.0,3.61,100.0,3.02,0.0
2022,1,18,22,0.0,3.4,100.0,3.03,0.0
2022,1,18,23,0.0,3.19,100.0,3.09,0.0
2022,1,19,0,0.0,3.35,100.0,3.12,0.0
2022,1,19,1,0.0,3.62,100.0,3.24,0.01
2022,1,19,2,0.0,3.83,100.0,3.29,0.02
2022,1,19,3,0.0,4.02,100.0,3.38,0.03
2022,1,19,4,0.0,4.39,100.0,3.45,0.04
2022,1,19,5,0.0,5.22,100.0,3.45,0.04
2022,1,19,6,0.0,5.53,100.0,3.33,0.04
2022,1,19,7,20.27,5.92,100.0,3.12,0.04
2022,1,19,8,103.05,7.7,92.79,3.22,0.05
2022,1,19,9,184.02,9.03,84.78,3.74,0.05
2022,1,19,10,234.32,9.91,76.65,3.62,0.06
2022,1,19,11,253.18,10.3,74.12,3.07,0.08
2022,1,19,12,192.18,10.64,71.76,2.26,0.1
2022,1,19,13,128.0,10.6,70.91,1.16,0.13
2022,1,19,14,108.53,10.13,73.5,1.14,0.1
2022,1,19,15,48.15,8.84,84.57,1.64,0.05
2022,1,19,16,3.38,7.28,91.1,2.49,0.04
2022,1,19,17,0.0,6.64,95.19,3.16,0.06
2022,1,19,18,0.0,5.96,97.91,3.6,0.02
2022,1,19,19,0.0,4.75,100.0,3.7,0.01
2022,1,19,20,0.0,3.59,100.0,3.73,0.0
