-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: Latitude  44.8352   Longitude -0.5753 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 38.38 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PRECTOTCORR
2022,1,4,23,0.0,4.78,90.48,3.52,0.79
2022,1,5,0,0.0,3.89,91.16,3.21,0.87
2022,1,5,1,0.0,3.67,90.4,3.22,0.85
2022,1,5,2,0.0,3.5,91.12,3.1,0.59
2022,1,5,3,0.0,3.23,92.93,2.96,1.14
2022,1,5,4,0.0,2.83,95.44,2.73,1.78
2022,1,5,5,0.0,2.46,97.16,2.46,1.51
2022,1,5,6,0.0,2.05,98.27,2.31,1.15
2022,1,5,7,0.0,1.57,99.64,2.13,0.88
2022,1,5,8,55.9,2.63,96.82,2.13,0.39
2022,1,5,9,154.07,3.75,92.53,2.25,0.43
2022,1,5,10,245.0,4.86,86.75,2.13,0.29
2022,1,5,11,292.48,6.32,74.3,2.4,0.1
2022,1,5,12,332.38,7.17,65.09,2.49,0.02
2022,1,5,13,308.08,7.49,59.59,2.53,0.01
2022,1,5,14,226.9,7.43,56.84,2.46,0.0
2022,1,5,15,110.82,6.16,67.02,1.65,0.0
2022,1,5,16,10.38,3.39,74.71,2.13,0.0
2022,1,5,17,0.0,2.36,77.96,2.32,0.0
2022,1,5,18,0.0,1.74,80.83,2.38,0.0
2022,1,5,19,0.0,1.16,83.82,2.45,0.0
2022,1,5,20,0.0,0.63,87.64,2.48,0.0
2022,1,5,21,0.0,0.28,90.97,2.57,0.0
2022,1,5,22,0.0,-0.09,95.72,2.7,0.0
2022,1,5,23,0.0,-0.37,100.0,2.72,0.0
2022,1,6,0,0.0,-0.72,100.0,2.68,0.0
2022,1,6,1,0.0,-1.2,100.0,2.57,0.0
2022,1,6,2,0.0,-1.56,100.0,2.42,0.0
2022,1,6,3,0.0,-0.83,100.0,2.2,0.01
2022,1,6,4,0.0,0.01,98.49,1.87,0.03
2022,1,6,5,0.0,-0.07,97.29,1.73,0.04
2022,1,6,6,0.0,-0.32,97.43,1.46,0.04
2022,1,6,7,0.0,-0.5,97.53,1.29,0.04
2022,1,6,8,87.15,-0.09,94.06,1.31,0.02
2022,1,6,9,217.45,1.39,87.36,1.18,0.0
2022,1,6,10,325.15,3.5,77.24,1.13,0.0
2022,1,6,11,364.4,5.91,61.72,0.83,0.0
2022,1,6,12,400.75,7.67,47.03,0.26,0.0
2022,1,6,13,334.95,8.06,43.81,0.39,0.0
2022,1,6,14,240.45,7.92,44.37,0.89,0.0
2022,1,6,15,113.68,6.72,57.46,0.83,0.0
2022,1,6,16,10.07,5.69,52.28,0.72,0.0
2022,1,6,17,0.0,5.63,51.61,0.17,0.0
2022,1,6,18,0.0,4.73,56.85,1.13,0.0
2022,1,6,19,0.0,3.4,65.97,1.99,0.0
2022,1,6,20,0.0,2.09,70.12,2.35,0.0
2022,1,6,21,0.0,0.8,73.67,2.66,0.0
2022,1,6,22,0.0,0.07,77.94,2.86,0.01
2022,1,6,23,0.0,-0.29,81.34,2.89,0.06
2022,1,7,0,0.0,-0.28,83.18,2.93,0.06
2022,1,7,1,0.0,0.37,82.77,2.93,0.09
2022,1,7,2,0.0,1.37,81.12,2.94,0.28
2022,1,7,3,0.0,2.07,81.29,2.91,0.56
2022,1,7,4,0.0,2.7,82.33,2.98,0.92
2022,1,7,5,0.0,3.26,85.03,3.12,1.66
2022,1,7,6,0.0,3.51,91.22,3.15,3.39
2022,1,7,7,0.0,3.88,97.77,3.1,3.61
2022,1,7,8,65.6,5.51,96.08,3.09,2.64
2022,1,7,9,170.25,8.03,90.07,3.24,1.73
2022,1,7,10,258.42,9.96,83.23,3.89,1.59
2022,1,7,11,318.55,10.98,74.65,4.76,1.21
2022,1,7,12,351.48,11.35,67.49,5.36,0.8
2022,1,7,13,303.25,11.39,64.53,5.29,0.39
2022,1,7,14,220.93,11.21,65.79,4.86,0.5
2022,1,7,15,101.65,10.06,72.74,4.13,0.46
2022,1,7,16,9.0,8.02,83.04,3.87,0.24
2022,1,7,17,0.0,7.24,88.57,3.7,0.27
2022,1,7,18,0.0,7.31,89.9,3.86,0.27
2022,1,7,19,0.0,7.49,90.68,4.11,0.5
2022,1,7,20,0.0,7.76,91.93,4.6,0.99
2022,1,7,21,0.0,8.16,92.73,4.93,1.46
2022,1,7,22,0.0,8.58,93.16,5.15,1.6
2022,1,7,23,0.0,9.4,91.43,6.07,2.6
2022,1,8,0,0.0,9.6,92.08,6.04,3.32
2022,1,8,1,0.0,9.32,93.84,5.69,2.43
2022,1,8,2,0.0,9.03,94.56,5.26,2.21
2022,1,8,3,0.0,8.54,94.96,4.74,1.8
2022,1,8,4,0.0,8.19,95.13,4.24,1.85
2022,1,8,5,0.0,7.86,95.18,3.89,1.04
2022,1,8,6,0.0,7.77,94.84,3.5,0.49
2022,1,8,7,0.0,7.57,95.81,3.2,0.4
2022,1,8,8,54.25,8.7,92.9,3.44,0.33
2022,1,8,9,137.38,10.63,88.02,4.02,0.54
2022,1,8,10,196.98,12.0,81.72,5.18,0.85
2022,1,8,11,203.88,12.36,76.45,6.17,1.59
2022,1,8,12,146.35,12.06,76.61,6.77,2.22
2022,1,8,13,104.82,12.15,76.84,7.87,4.13
2022,1,8,14,74.57,11.83,78.72,8.53,5.89
2022,1,8,15,38.6,11.28,81.94,9.3,17.88
2022,1,8,16,4.25,10.84,84.89,9.78,39.77
2022,1,8,17,0.0,10.73,86.95,10.72,38.27
2022,1,8,18,0.0,11.01,88.3,11.1,20.93
2022,1,8,19,0.0,11.6,89.93,10.75,12.17
2022,1,8,20,0.0,11.83,88.16,9.51,4.64
2022,1,8,21,0.0,10.83,78.65,7.8,1.35
2022,1,8,22,0.0,10.07,72.72,6.91,0.15
2022,1,8,23,0.0,9.94,69.43,6.65,0.09
2022,1,9,0,0.0,9.73,69.22,6.06,0.08
2022,1,9,1,0.0,9.35,71.15,5.26,0.08
2022,1,9,2,0.0,9.15,72.69,4.99,0.16
2022,1,9,3,0.0,8.93,74.9,4.62,0.31
2022,1,9,4,0.0,8.84,78.32,4.51,1.66
2022,1,9,5,0.0,8.73,83.89,4.58,4.38
2022,1,9,6,0.0,8.69,89.4,4.73,7.29
2022,1,9,7,0.0,8.82,91.72,5.12,11.72
2022,1,9,8,20.9,8.95,91.48,5.56,14.44
2022,1,9,9,44.95,9.19,91.27,5.58,15.78
2022,1,9,10,84.12,9.65,91.03,5.51,16.2
2022,1,9,11,86.6,10.34,88.95,6.14,18.32
2022,1,9,12,91.12,10.75,87.99,6.17,17.3
2022,1,9,13,83.65,10.71,89.54,5.53,14.59
2022,1,9,14,64.88,10.53,91.85,4.77,16.63
2022,1,9,15,43.83,10.25,93.57,4.29,17.7
2022,1,9,16,5.97,9.8,95.39,3.76,16.14
2022,1,9,17,0.0,9.35,97.77,2.89,19.92
2022,1,9,18,0.0,9.03,99.76,2.38,20.37
2022,1,9,19,0.0,9.09,100.0,2.12,22.64
2022,1,9,20,0.0,9.38,100.0,2.07,18.86
2022,1,9,21,0.0,9.78,100.0,2.15,12.91
2022,1,9,22,0.0,10.3,99.88,2.36,11.33
2022,1,9,23,0.0,10.56,99.43,2.41,8.35
2022,1,10,0,0.0,10.61,99.39,2.95,7.09
2022,1,10,1,0.0,10.83,99.1,3.73,7.28
2022,1,10,2,0.0,11.18,98.33,4.31,8.46
2022,1,10,3,0.0,11.37,97.74,4.55,9.46
2022,1,10,4,0.0,11.35,97.67,4.17,9.64
2022,1,10,5,0.0,11.33,97.36,4.08,6.96
2022,1,10,6,0.0,11.24,97.29,3.85,5.16
2022,1,10,7,0.0,11.02,97.46,3.27,4.94
2022,1,10,8,23.2,10.78,97.25,2.61,5.02
2022,1,10,9,53.35,10.58,96.88,1.92,5.6
2022,1,10,10,84.32,10.45,96.01,1.24,5.31
2022,1,10,11,120.12,10.44,95.09,0.88,4.93
2022,1,10,12,113.32,10.34,94.33,0.98,4.84
2022,1,10,13,81.05,10.08,94.19,1.32,4.51
2022,1,10,14,55.78,9.65,94.31,1.83,3.89
2022,1,10,15,30.5,9.08,94.56,2.15,2.78
2022,1,10,16,5.12,8.43,95.38,2.1,2.12
2022,1,10,17,0.0,7.94,95.36,2.11,1.71
2022,1,10,18,0.0,7.59,95.26,2.07,0.38
2022,1,10,19,0.0,7.27,95.38,1.95,0.25
2022,1,10,20,0.0,7.02,95.13,1.93,0.14
2022,1,10,21,0.0,6.73,95.09,2.07,0.1
2022,1,10,22,0.0,6.25,95.93,2.12,0.05
2022,1,10,23,0.0,5.64,96.53,2.18,0.03
2022,1,11,0,0.0,4.75,97.99,2.28,0.01
2022,1,11,1,0.0,3.89,98.06,2.33,0.01
2022,1,11,2,0.0,3.22,96.88,2.36,0.0
2022,1,11,3,0.0,2.61,95.63,2.36,0.0
2022,1,11,4,0.0,2.05,94.01,2.34,0.0
2022,1,11,5,0.0,1.58,92.49,2.36,0.0
2022,1,11,6,0.0,1.03,91.53,2.39,0.0
2022,1,11,7,0.0,0.46,90.76,2.41,0.0
2022,1,11,8,75.68,1.61,84.55,2.79,0.0
2022,1,11,9,178.65,3.18,78.2,2.49,0.0
2022,1,11,10,271.8,5.5,70.29,2.0,0.0
2022,1,11,11,360.05,7.99,56.45,2.21,0.0
2022,1,11,12,397.77,9.65,45.92,2.25,0.0
2022,1,11,13,350.92,10.18,44.96,2.27,0.0
2022,1,11,14,257.67,10.03,47.28,2.62,0.0
2022,1,11,15,131.82,8.23,63.34,2.1,0.0
2022,1,11,16,15.75,4.75,72.71,2.91,0.0
2022,1,11,17,0.0,4.08,74.05,3.34,0.0
2022,1,11,18,0.0,3.54,77.18,3.46,0.0
2022,1,11,19,0.0,2.58,81.99,3.38,0.0
2022,1,11,20,0.0,1.59,86.35,3.21,0.0
2022,1,11,21,0.0,0.75,89.97,3.06,0.0
2022,1,11,22,0.0,0.07,92.93,2.97,0.0
2022,1,11,23,0.0,-0.47,95.73,2.91,0.0
2022,1,12,0,0.0,-0.92,98.22,2.89,0.0
2022,1,12,1,0.0,-1.28,100.0,2.92,0.0
2022,1,12,2,0.0,-1.62,100.0,2.96,0.0
2022,1,12,3,0.0,-1.97,100.0,3.05,0.0
2022,1,12,4,0.0,-2.35,100.0,3.19,0.0
2022,1,12,5,0.0,-2.54,100.0,3.22,0.0
2022,1,12,6,0.0,-2.21,100.0,3.36,0.01
2022,1,12,7,0.0,-2.59,100.0,3.38,0.01
2022,1,12,8,104.62,-1.59,91.72,3.67,0.0
2022,1,12,9,237.5,0.1,82.28,3.32,0.0
2022,1,12,10,346.88,2.78,69.88,3.76,0.0
2022,1,12,11,409.45,4.89,61.17,4.08,0.0
2022,1,12,12,416.5,6.32,55.02,4.44,0.0
2022,1,12,13,370.8,7.06,52.27,4.78,0.0
2022,1,12,14,273.7,6.99,53.65,4.81,0.0
2022,1,12,15,141.23,5.8,61.26,3.83,0.0
2022,1,12,16,17.58,2.9,74.87,3.6,0.0
2022,1,12,17,0.0,1.87,79.89,4.26,0.0
2022,1,12,18,0.0,0.92,84.79,4.34,0.0
2022,1,12,19,0.0,-0.08,89.89,4.17,0.0
2022,1,12,20,0.0,-0.96,95.51,3.96,0.02
2022,1,12,21,0.0,-1.67,99.77,3.82,0.03
2022,1,12,22,0.0,-2.19,100.0,3.78,0.04
2022,1,12,23,0.0,-2.58,100.0,3.68,0.04
2022,1,13,0,0.0,-2.81,100.0,3.59,0.06
2022,1,13,1,0.0,-2.83,100.0,3.61,0.05
2022,1,13,2,0.0,-2.81,100.0,3.64,0.06
2022,1,13,3,0.0,-2.98,100.0,3.5,0.05
2022,1,13,4,0.0,-2.84,100.0,3.55,0.04
2022,1,13,5,0.0,-3.02,99.59,3.41,0.05
2022,1,13,6,0.0,-3.63,100.0,2.71,0.04
2022,1,13,7,0.0,-3.47,100.0,2.77,0.07
2022,1,13,8,94.12,-2.37,91.36,3.22,0.04
2022,1,13,9,194.23,-0.51,79.11,2.97,0.01
2022,1,13,10,265.83,1.69,69.53,2.67,0.0
2022,1,13,11,321.27,3.79,62.13,2.34,0.0
2022,1,13,12,356.8,5.55,56.9,2.13,0.0
2022,1,13,13,278.83,6.57,55.03,1.87,0.0
2022,1,13,14,203.35,6.87,55.72,1.69,0.0
2022,1,13,15,104.7,5.29,68.82,1.44,0.0
2022,1,13,16,15.23,2.13,77.69,2.12,0.0
2022,1,13,17,0.0,0.67,85.78,2.26,0.0
2022,1,13,18,0.0,-0.18,92.24,2.27,0.0
2022,1,13,19,0.0,-1.03,99.56,2.33,0.0
2022,1,13,20,0.0,-1.67,100.0,2.31,0.01
2022,1,13,21,0.0,-2.26,100.0,2.46,0.01
2022,1,13,22,0.0,-2.59,100.0,2.62,0.0
2022,1,13,23,0.0,-2.82,100.0,2.64,0.0
2022,1,14,0,0.0,-3.03,100.0,2.63,0.0
2022,1,14,1,0.0,-2.97,100.0,2.69,0.01
2022,1,14,2,0.0,-2.8,100.0,2.64,0.01
2022,1,14,3,0.0,-2.48,100.0,2.7,0.0
2022,1,14,4,0.0,-3.0,100.0,2.69,0.0
2022,1,14,5,0.0,-2.63,99.85,3.13,0.01
2022,1,14,6,0.0,-2.96,100.0,3.17,0.01
2022,1,14,7,0.0,-2.85,97.63,3.2,0.01
2022,1,14,8,66.53,-2.0,91.56,3.31,0.0
2022,1,14,9,145.68,-0.15,81.27,2.79,0.0
2022,1,14,10,211.18,2.69,69.93,2.4,0.0
2022,1,14,11,254.2,5.72,60.09,2.09,0.0
2022,1,14,12,330.23,7.81,53.88,1.74,0.0
2022,1,14,13,346.02,8.63,53.57,1.49,0.0
2022,1,14,14,267.65,8.54,56.83,1.44,0.0
2022,1,14,15,141.73,6.27,71.88,1.61,0.0
2022,1,14,16,21.08,3.17,79.62,2.34,0.0
2022,1,14,17,0.0,1.51,89.38,2.64,0.0
2022,1,14,18,0.0,0.53,96.18,2.76,0.0
2022,1,14,19,0.0,-0.09,100.0,2.74,0.0
2022,1,14,20,0.0,-0.48,100.0,2.68,0.0
2022,1,14,21,0.0,-0.53,100.0,2.53,0.0
2022,1,14,22,0.0,-0.42,98.37,2.32,0.0
2022,1,14,23,0.0,-0.3,96.25,2.1,0.0
2022,1,15,0,0.0,-0.32,95.8,1.9,0.0
2022,1,15,1,0.0,-0.5,96.9,1.81,0.0
2022,1,15,2,0.0,-0.67,97.96,1.79,0.0
2022,1,15,3,0.0,-0.85,99.69,1.68,0.0
2022,1,15,4,0.0,-1.02,100.0,1.66,0.01
2022,1,15,5,0.0,-1.37,100.0,1.8,0.04
2022,1,15,6,0.0,-1.73,100.0,1.96,0.08
2022,1,15,7,0.0,-2.0,100.0,2.06,0.17
2022,1,15,8,100.9,0.0,96.67,1.78,0.22
2022,1,15,9,219.9,2.31,84.58,1.77,0.07
2022,1,15,10,316.65,4.36,75.91,1.23,0.03
2022,1,15,11,391.95,6.64,65.76,1.04,0.01
2022,1,15,12,400.65,8.16,57.87,0.9,0.0
2022,1,15,13,354.52,8.88,54.22,0.78,0.0
2022,1,15,14,268.95,8.77,56.78,0.59,0.0
2022,1,15,15,146.18,7.67,59.94,0.45,0.0
2022,1,15,16,22.6,6.0,63.39,0.75,0.0
2022,1,15,17,0.0,4.56,70.29,1.18,0.0
2022,1,15,18,0.0,3.11,77.87,1.51,0.0
2022,1,15,19,0.0,2.05,84.23,1.72,0.0
2022,1,15,20,0.0,1.32,89.75,1.86,0.0
2022,1,15,21,0.0,0.75,94.81,1.9,0.0
2022,1,15,22,0.0,0.41,98.75,1.88,0.0
2022,1,15,23,0.0,0.2,100.0,1.79,0.0
2022,1,16,0,0.0,0.2,100.0,1.63,0.0
2022,1,16,1,0.0,0.4,100.0,1.51,0.01
2022,1,16,2,0.0,0.42,100.0,1.42,0.02
2022,1,16,3,0.0,0.51,100.0,1.33,0.02
2022,1,16,4,0.0,0.62,100.0,1.33,0.02
2022,1,16,5,0.0,0.48,100.0,1.43,0.03
2022,1,16,6,0.0,0.56,100.0,1.48,0.05
2022,1,16,7,0.0,0.59,100.0,1.54,0.09
2022,1,16,8,78.03,1.18,97.47,1.53,0.06
2022,1,16,9,168.4,1.93,92.67,1.42,0.02
2022,1,16,10,249.88,3.25,83.97,1.23,0.01
2022,1,16,11,316.45,4.74,74.65,1.09,0.01
2022,1,16,12,332.17,5.76,68.97,1.01,0.0
2022,1,16,13,292.98,6.34,64.52,0.99,0.0
2022,1,16,14,223.57,6.14,64.02,1.14,0.0
2022,1,16,15,119.45,4.74,73.27,1.22,0.0
2022,1,16,16,19.8,1.76,85.07,1.89,0.0
2022,1,16,17,0.0,0.23,93.99,2.27,0.0
2022,1,16,18,0.0,-0.56,99.31,2.35,0.0
2022,1,16,19,0.0,-1.07,100.0,2.37,0.0
2022,1,16,20,0.0,-1.36,100.0,2.23,0.0
2022,1,16,21,0.0,-0.93,100.0,2.21,0.0
2022,1,16,22,0.0,-0.42,96.4,2.19,0.0
2022,1,16,23,0.0,-0.19,94.6,2.12,0.0
2022,1,17,0,0.0,-0.24,94.97,1.98,0.0
2022,1,17,1,0.0,-0.29,95.63,1.92,0.0
2022,1,17,2,0.0,-0.29,95.93,1.87,0.0
2022,1,17,3,0.0,-0.41,97.16,1.76,0.0
2022,1,17,4,0.0,-0.85,100.0,1.73,0.01
2022,1,17,5,0.0,-1.12,100.0,1.86,0.01
2022,1,17,6,0.0,-1.24,100.0,1.99,0.01
2022,1,17,7,0.0,-1.17,100.0,2.03,0.01
2022,1,17,8,55.3,1.09,92.14,2.06,0.0
2022,1,17,9,112.1,2.93,83.66,2.08,0.02
2022,1,17,10,176.3,4.84,78.52,2.11,0.03
2022,1,17,11,198.82,6.35,77.92,2.33,0.03
2022,1,17,12,198.85,7.42,78.59,2.39,0.02
2022,1,17,13,173.88,7.96,78.47,2.48,0.02
2022,1,17,14,128.8,7.96,79.2,2.57,0.02
2022,1,17,15,72.7,7.08,84.26,2.28,0.03
2022,1,17,16,14.75,5.01,96.1,2.11,0.03
2022,1,17,17,0.0,5.0,95.41,2.65,0.03
2022,1,17,18,0.0,5.12,93.7,3.01,0.03
2022,1,17,19,0.0,4.8,93.71,3.28,0.04
2022,1,17,20,0.0,4.06,95.67,3.41,0.03
2022,1,17,21,0.0,3.51,95.66,3.53,0.01
2022,1,17,22,0.0,2.65,97.19,3.19,0.01
2022,1,17,23,0.0,1.46,100.0,3.16,0.01
2022,1,18,0,0.0,1.13,97.33,3.28,0.03
2022,1,18,1,0.0,0.75,95.66,3.05,0.05
2022,1,18,2,0.0,0.33,95.41,2.93,0.07
2022,1,18,3,0.0,-0.01,95.62,2.75,0.05
2022,1,18,4,0.0,-0.31,95.78,2.6,0.04
2022,1,18,5,0.0,-0.57,96.17,2.34,0.04
2022,1,18,6,0.0,-0.84,96.62,2.08,0.04
2022,1,18,7,2.85,-1.05,96.57,1.86,0.05
2022,1,18,8,35.97,-0.57,92.83,1.78,0.03
2022,1,18,9,88.1,0.89,85.82,1.44,0.01
2022,1,18,10,116.68,2.94,76.94,1.05,0.0
2022,1,18,11,136.9,5.02,68.5,0.57,0.0
2022,1,18,12,130.65,6.52,63.21,0.22,0.0
2022,1,18,13,120.95,7.36,60.59,0.67,0.0
2022,1,18,14,95.68,7.46,61.11,1.12,0.0
2022,1,18,15,57.45,6.52,69.59,1.18,0.0
2022,1,18,16,13.32,3.95,79.4,1.68,0.0
2022,1,18,17,0.0,2.93,84.93,1.94,0.0
2022,1,18,18,0.0,2.46,89.21,1.98,0.01
2022,1,18,19,0.0,1.95,94.66,2.03,0.01
2022,1,18,20,0.0,1.64,99.9,2.09,0.02
2022,1,18,21,0.0,1.42,100.0,2.21,0.02
2022,1,18,22,0.0,1.33,100.0,2.36,0.03
2022,1,18,23,0.0,1.6,100.0,2.42,0.07
2022,1,19,0,0.0,2.3,100.0,2.38,0.13
2022,1,19,1,0.0,2.89,100.0,2.29,0.19
2022,1,19,2,0.0,3.28,100.0,2.21,0.24
2022,1,19,3,0.0,3.64,100.0,2.09,0.25
2022,1,19,4,0.0,4.05,100.0,1.88,0.29
2022,1,19,5,0.0,4.24,99.84,1.76,0.32
2022,1,19,6,0.0,4.35,99.48,1.71,0.34
2022,1,19,7,2.45,4.31,100.0,1.78,0.34
2022,1,19,8,40.03,5.11,96.97,1.68,0.29
2022,1,19,9,93.28,6.73,91.53,1.59,0.38
2022,1,19,10,133.3,7.75,87.4,1.74,0.5
2022,1,19,11,142.88,8.52,82.47,2.24,0.5
2022,1,19,12,153.45,8.89,77.51,2.96,0.54
2022,1,19,13,143.82,8.92,74.73,3.28,0.35
2022,1,19,14,115.2,8.64,74.09,2.96,0.17
2022,1,19,15,77.65,7.78,78.55,2.04,0.08
2022,1,19,16,18.92,5.73,87.05,1.75,0.04
2022,1,19,17,0.0,4.82,89.91,1.69,0.02
