-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2024 in LST
Location: Latitude  48.8556   Longitude 2.349 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 92.41 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PRECTOTCORR
2022,1,4,23,0.0,2.28,88.39,5.73,0.02
2022,1,5,0,0.0,0.9,92.06,4.58,0.0
2022,1,5,1,0.0,0.11,93.4,4.52,0.0
2022,1,5,2,0.0,-0.08,93.25,4.64,0.0
2022,1,5,3,0.0,-0.07,93.76,4.47,0.0
2022,1,5,4,0.0,-0.13,95.08,4.24,0.0
2022,1,5,5,0.0,-0.06,95.93,4.28,0.0
2022,1,5,6,0.0,-0.02,96.21,4.26,0.01
2022,1,5,7,0.0,0.3,94.55,4.4,0.01
2022,1,5,8,66.03,1.41,89.45,4.82,0.01
2022,1,5,9,171.4,2.93,83.91,5.43,0.01
2022,1,5,10,252.77,4.45,76.75,5.72,0.01
2022,1,5,11,293.62,5.59,68.78,6.5,0.02
2022,1,5,12,267.98,6.17,64.88,6.56,0.04
2022,1,5,13,215.75,6.33,64.51,6.09,0.03
2022,1,5,14,138.93,5.8,70.24,4.49,0.02
2022,1,5,15,42.42,3.36,86.06,2.86,0.01
2022,1,5,16,0.0,1.45,93.69,3.13,0.01
2022,1,5,17,0.0,0.91,97.71,3.17,0.0
2022,1,5,18,0.0,0.42,100.0,3.17,0.0
2022,1,5,19,0.0,-0.03,100.0,3.19,0.0
2022,1,5,20,0.0,-0.38,100.0,3.22,0.0
2022,1,5,21,0.0,-0.7,100.0,3.22,0.01
2022,1,5,22,0.0,-1.05,100.0,3.19,0.01
2022,1,5,23,0.0,-1.4,100.0,3.13,0.03
2022,1,6,0,0.0,-1.74,100.0,3.05,0.04
2022,1,6,1,0.0,-1.99,100.0,2.89,0.05
2022,1,6,2,0.0,-1.89,100.0,2.61,0.05
2022,1,6,3,0.0,-1.28,100.0,2.18,0.11
2022,1,6,4,0.0,-0.66,100.0,2.09,0.27
2022,1,6,5,0.0,-0.2,100.0,1.64,0.41
2022,1,6,6,0.0,-0.33,99.36,1.07,0.4
2022,1,6,7,0.0,-0.56,99.09,0.95,0.38
2022,1,6,8,46.92,-0.48,97.4,1.34,0.36
2022,1,6,9,123.82,0.27,94.68,1.8,0.22
2022,1,6,10,188.2,1.77,91.04,2.27,0.1
2022,1,6,11,199.57,3.8,83.01,2.85,0.02
2022,1,6,12,259.7,5.29,73.09,3.29,0.03
2022,1,6,13,221.4,5.8,66.48,3.68,0.03
2022,1,6,14,135.85,5.19,70.62,3.19,0.01
2022,1,6,15,39.47,2.79,82.1,3.05,0.0
2022,1,6,16,0.0,2.14,82.16,3.61,0.0
2022,1,6,17,0.0,2.51,79.79,4.25,0.0
2022,1,6,18,0.0,2.48,79.27,5.06,0.0
2022,1,6,19,0.0,2.17,80.79,5.45,0.0
2022,1,6,20,0.0,1.45,84.1,5.51,0.01
2022,1,6,21,0.0,0.81,86.04,5.81,0.12
2022,1,6,22,0.0,0.62,85.93,6.38,1.01
2022,1,6,23,0.0,0.59,85.57,6.9,4.08
2022,1,7,0,0.0,0.67,86.54,7.31,9.75
2022,1,7,1,0.0,0.61,89.39,7.38,11.07
2022,1,7,2,0.0,0.75,91.19,7.46,6.2
2022,1,7,3,0.0,1.18,92.0,7.64,2.12
2022,1,7,4,0.0,1.56,93.71,7.27,1.46
2022,1,7,5,0.0,1.71,95.92,6.57,1.03
2022,1,7,6,0.0,2.02,97.21,6.33,0.81
2022,1,7,7,0.0,2.25,97.41,6.03,0.81
2022,1,7,8,30.52,2.65,96.86,6.36,2.22
2022,1,7,9,84.97,3.15,96.22,6.52,4.39
2022,1,7,10,129.1,3.85,95.21,7.09,2.02
2022,1,7,11,156.9,5.01,92.88,7.22,0.23
2022,1,7,12,201.15,6.15,87.98,7.41,0.32
2022,1,7,13,157.98,6.86,82.96,7.64,0.34
2022,1,7,14,93.6,6.59,83.34,7.09,0.44
2022,1,7,15,26.35,5.68,87.84,6.7,1.72
2022,1,7,16,0.0,4.79,92.49,7.04,12.81
2022,1,7,17,0.0,3.99,94.79,7.53,24.22
2022,1,7,18,0.0,3.4,95.03,7.39,42.03
2022,1,7,19,0.0,3.49,95.37,6.43,44.66
2022,1,7,20,0.0,4.22,95.8,5.73,9.29
2022,1,7,21,0.0,4.28,97.17,5.77,0.54
2022,1,7,22,0.0,3.73,98.51,5.54,0.27
2022,1,7,23,0.0,3.34,99.3,5.05,0.12
2022,1,8,0,0.0,3.13,98.36,4.79,0.09
2022,1,8,1,0.0,2.89,97.13,4.53,0.08
2022,1,8,2,0.0,2.45,97.59,3.27,0.07
2022,1,8,3,0.0,1.65,100.0,2.51,0.11
2022,1,8,4,0.0,1.34,100.0,2.42,0.64
2022,1,8,5,0.0,1.41,100.0,2.61,1.9
2022,1,8,6,0.0,2.1,100.0,3.29,4.11
2022,1,8,7,0.0,2.84,99.14,4.8,5.87
2022,1,8,8,17.85,3.68,97.6,6.06,6.7
2022,1,8,9,46.42,4.89,97.31,6.72,7.29
2022,1,8,10,59.12,5.95,96.98,7.1,4.5
2022,1,8,11,50.6,6.34,96.94,7.44,2.75
2022,1,8,12,51.0,6.49,96.73,7.95,3.59
2022,1,8,13,59.22,6.97,95.12,9.69,12.27
2022,1,8,14,35.0,7.24,93.94,10.78,24.68
2022,1,8,15,14.77,7.23,93.46,11.63,33.1
2022,1,8,16,0.0,7.16,93.22,11.9,44.21
2022,1,8,17,0.0,6.98,93.68,11.51,49.19
2022,1,8,18,0.0,7.76,93.23,10.6,82.13
2022,1,8,19,0.0,8.11,90.44,11.52,31.76
2022,1,8,20,0.0,7.41,87.3,11.34,5.5
2022,1,8,21,0.0,6.5,87.02,11.42,9.26
2022,1,8,22,0.0,5.97,86.68,11.27,12.85
2022,1,8,23,0.0,5.78,84.68,10.45,3.1
2022,1,9,0,0.0,5.42,84.45,9.57,0.16
2022,1,9,1,0.0,5.09,85.26,9.1,0.26
2022,1,9,2,0.0,5.0,85.87,8.48,1.39
2022,1,9,3,0.0,5.05,86.89,8.08,1.74
2022,1,9,4,0.0,5.02,88.58,7.53,3.3
2022,1,9,5,0.0,4.77,90.73,6.54,4.61
2022,1,9,6,0.0,4.41,92.91,5.98,3.11
2022,1,9,7,0.0,4.07,95.0,5.56,2.0
2022,1,9,8,32.1,4.17,95.14,5.52,1.5
2022,1,9,9,82.93,4.68,93.88,5.4,0.97
2022,1,9,10,120.25,5.59,89.71,5.47,1.19
2022,1,9,11,132.57,6.41,85.25,5.4,2.46
2022,1,9,12,108.1,6.69,83.93,4.96,3.71
2022,1,9,13,105.93,6.63,84.44,4.25,4.39
2022,1,9,14,68.07,6.26,87.97,3.25,4.63
2022,1,9,15,26.02,4.95,95.12,2.31,5.23
2022,1,9,16,0.0,4.15,98.51,2.57,5.23
2022,1,9,17,0.0,4.26,98.57,2.67,3.48
2022,1,9,18,0.0,4.05,99.92,2.52,0.22
2022,1,9,19,0.0,3.36,100.0,2.35,0.1
2022,1,9,20,0.0,2.74,100.0,2.37,0.05
2022,1,9,21,0.0,2.42,100.0,2.31,0.02
2022,1,9,22,0.0,2.27,100.0,2.16,0.02
2022,1,9,23,0.0,2.25,100.0,1.87,0.02
2022,1,10,0,0.0,2.13,100.0,1.46,0.05
2022,1,10,1,0.0,2.25,100.0,0.94,0.1
2022,1,10,2,0.0,2.23,100.0,0.88,0.13
2022,1,10,3,0.0,2.1,98.76,1.36,0.19
2022,1,10,4,0.0,1.89,98.27,1.8,0.19
2022,1,10,5,0.0,1.8,97.36,2.1,0.25
2022,1,10,6,0.0,1.66,97.03,2.37,0.32
2022,1,10,7,0.0,1.6,97.08,2.5,0.35
2022,1,10,8,34.7,1.91,96.2,2.84,0.33
2022,1,10,9,76.93,2.27,94.99,3.12,0.25
2022,1,10,10,117.03,2.69,94.03,3.07,0.19
2022,1,10,11,136.82,3.21,93.21,3.03,0.17
2022,1,10,12,131.77,3.67,92.3,2.98,0.15
2022,1,10,13,100.18,3.94,91.41,2.9,0.12
2022,1,10,14,66.3,4.0,90.9,2.83,0.11
2022,1,10,15,23.58,3.64,92.91,2.6,0.11
2022,1,10,16,0.0,2.93,95.21,2.55,0.14
2022,1,10,17,0.0,2.47,95.35,3.05,0.08
2022,1,10,18,0.0,1.96,95.96,3.39,0.02
2022,1,10,19,0.0,1.35,97.18,3.51,0.0
2022,1,10,20,0.0,0.14,100.0,3.4,0.0
2022,1,10,21,0.0,-0.17,100.0,3.76,0.01
2022,1,10,22,0.0,-0.08,97.27,4.2,0.04
2022,1,10,23,0.0,-0.16,96.6,3.83,0.03
2022,1,11,0,0.0,-0.3,96.94,3.35,0.02
2022,1,11,1,0.0,-0.49,97.12,3.2,0.03
2022,1,11,2,0.0,-0.61,96.99,3.19,0.03
2022,1,11,3,0.0,-0.75,97.0,3.26,0.02
2022,1,11,4,0.0,-1.0,97.33,3.39,0.03
2022,1,11,5,0.0,-1.14,97.04,3.52,0.03
2022,1,11,6,0.0,-1.22,97.14,3.48,0.02
2022,1,11,7,0.0,-1.32,96.8,3.5,0.02
2022,1,11,8,28.98,-0.74,94.0,3.79,0.0
2022,1,11,9,70.68,0.19,90.14,3.65,0.0
2022,1,11,10,102.82,1.74,83.69,3.68,0.0
2022,1,11,11,132.38,3.24,77.76,3.41,0.0
2022,1,11,12,128.98,4.15,74.71,2.78,0.0
2022,1,11,13,131.43,4.73,70.39,2.38,0.0
2022,1,11,14,90.28,4.56,71.44,1.85,0.0
2022,1,11,15,32.8,2.46,84.22,1.5,0.0
2022,1,11,16,0.0,1.06,83.48,1.77,0.0
2022,1,11,17,0.0,0.48,87.36,1.9,0.0
2022,1,11,18,0.0,-0.18,90.51,2.11,0.0
2022,1,11,19,0.0,-0.97,96.37,2.35,0.0
2022,1,11,20,0.0,-1.88,100.0,2.45,0.0
2022,1,11,21,0.0,-2.78,100.0,2.37,0.0
2022,1,11,22,0.0,-2.97,100.0,2.04,0.01
2022,1,11,23,0.0,-2.35,100.0,1.58,0.08
2022,1,12,0,0.0,-2.0,99.44,1.69,0.12
2022,1,12,1,0.0,-2.16,98.6,1.1,0.1
2022,1,12,2,0.0,-2.36,98.34,0.8,0.1
2022,1,12,3,0.0,-2.38,97.85,1.0,0.07
2022,1,12,4,0.0,-2.21,96.8,1.18,0.05
2022,1,12,5,0.0,-1.99,95.7,1.16,0.05
2022,1,12,6,0.0,-1.79,95.09,1.11,0.05
2022,1,12,7,0.0,-1.63,94.49,0.92,0.05
2022,1,12,8,55.9,-1.13,92.46,0.85,0.05
2022,1,12,9,133.07,-0.04,87.78,0.63,0.06
2022,1,12,10,201.82,1.48,81.54,0.69,0.08
2022,1,12,11,216.1,2.7,76.5,0.82,0.08
2022,1,12,12,230.93,3.38,75.41,1.0,0.08
2022,1,12,13,215.05,3.85,74.57,1.49,0.07
2022,1,12,14,135.5,3.91,77.3,1.85,0.06
2022,1,12,15,49.05,3.26,87.96,1.44,0.06
2022,1,12,16,0.0,2.54,92.13,1.71,0.07
2022,1,12,17,0.0,2.33,91.73,2.24,0.1
2022,1,12,18,0.0,2.05,92.22,2.73,0.19
2022,1,12,19,0.0,1.89,93.32,2.98,0.11
2022,1,12,20,0.0,1.57,95.02,3.04,0.07
2022,1,12,21,0.0,1.02,98.36,3.06,0.06
2022,1,12,22,0.0,1.08,97.21,3.25,0.09
2022,1,12,23,0.0,0.74,97.85,3.0,0.08
2022,1,13,0,0.0,0.0,100.0,2.68,0.12
2022,1,13,1,0.0,0.04,99.75,2.58,0.13
2022,1,13,2,0.0,0.05,97.79,2.6,0.18
2022,1,13,3,0.0,-0.2,97.84,2.44,0.17
2022,1,13,4,0.0,-0.55,98.44,2.32,0.14
2022,1,13,5,0.0,-0.88,98.25,2.21,0.12
2022,1,13,6,0.0,-1.18,99.54,2.28,0.09
2022,1,13,7,0.0,-1.56,100.0,2.37,0.09
2022,1,13,8,37.8,-0.73,96.2,2.65,0.04
2022,1,13,9,75.57,0.78,90.18,2.76,0.0
2022,1,13,10,123.68,2.53,83.37,2.66,0.0
2022,1,13,11,142.82,3.85,79.38,2.52,0.0
2022,1,13,12,155.6,4.93,75.82,2.44,0.0
2022,1,13,13,141.5,5.5,73.57,2.48,0.0
2022,1,13,14,107.8,5.29,75.92,2.41,0.0
2022,1,13,15,52.2,3.09,90.11,1.9,0.0
2022,1,13,16,0.0,0.88,99.73,2.45,0.0
2022,1,13,17,0.0,0.18,100.0,2.64,0.0
2022,1,13,18,0.0,-0.34,100.0,2.71,0.0
2022,1,13,19,0.0,-0.79,100.0,2.74,0.0
2022,1,13,20,0.0,-1.17,100.0,2.76,0.0
2022,1,13,21,0.0,-1.45,100.0,2.75,0.0
2022,1,13,22,0.0,-1.6,100.0,2.71,0.0
2022,1,13,23,0.0,-1.63,100.0,2.65,0.01
2022,1,14,0,0.0,-1.61,100.0,2.56,0.04
2022,1,14,1,0.0,-1.57,100.0,2.45,0.04
2022,1,14,2,0.0,-1.54,100.0,2.37,0.04
2022,1,14,3,0.0,-1.6,100.0,2.24,0.04
2022,1,14,4,0.0,-1.63,100.0,2.13,0.06
2022,1,14,5,0.0,-1.69,100.0,2.47,0.07
2022,1,14,6,0.0,-1.88,100.0,2.18,0.11
2022,1,14,7,0.0,-1.95,100.0,2.22,0.17
2022,1,14,8,75.88,-1.31,94.5,2.55,0.04
2022,1,14,9,176.82,0.15,85.72,2.25,0.0
2022,1,14,10,249.65,2.26,76.37,2.2,0.0
2022,1,14,11,260.88,4.05,70.04,2.18,0.0
2022,1,14,12,285.02,5.42,65.42,2.33,0.0
2022,1,14,13,260.05,6.04,65.42,2.29,0.0
2022,1,14,14,174.05,5.83,72.9,1.78,0.0
2022,1,14,15,70.07,3.97,80.35,1.53,0.0
2022,1,14,16,0.0,2.78,78.4,1.57,0.0
2022,1,14,17,0.0,2.33,79.81,1.51,0.0
2022,1,14,18,0.0,1.93,81.18,1.53,0.0
2022,1,14,19,0.0,1.57,82.33,1.63,0.0
2022,1,14,20,0.0,1.1,84.14,1.75,0.0
2022,1,14,21,0.0,0.4,87.68,1.94,0.0
2022,1,14,22,0.0,-0.42,92.86,2.17,0.0
2022,1,14,23,0.0,-1.15,98.01,2.34,0.0
2022,1,15,0,0.0,-1.7,100.0,2.44,0.0
2022,1,15,1,0.0,-2.1,100.0,2.49,0.0
2022,1,15,2,0.0,-2.4,100.0,2.5,0.0
2022,1,15,3,0.0,-2.64,100.0,2.46,0.0
2022,1,15,4,0.0,-2.56,100.0,2.32,0.01
2022,1,15,5,0.0,-2.41,100.0,2.56,0.1
2022,1,15,6,0.0,-2.54,100.0,2.56,0.16
2022,1,15,7,0.0,-2.64,100.0,2.45,0.25
2022,1,15,8,75.12,-1.55,94.99,2.89,0.21
2022,1,15,9,172.2,-0.23,88.67,2.46,0.05
2022,1,15,10,241.18,2.14,79.57,2.36,0.0
2022,1,15,11,269.38,3.94,73.2,2.17,0.0
2022,1,15,12,267.25,5.08,70.12,1.7,0.0
2022,1,15,13,220.07,5.77,68.55,1.33,0.0
2022,1,15,14,151.0,5.27,78.77,0.83,0.0
2022,1,15,15,63.15,3.67,76.88,1.0,0.0
2022,1,15,16,0.0,2.16,82.85,1.29,0.0
2022,1,15,17,0.0,1.13,88.71,1.47,0.0
2022,1,15,18,0.0,0.25,93.5,1.56,0.0
2022,1,15,19,0.0,-0.51,97.39,1.73,0.0
2022,1,15,20,0.0,-1.26,100.0,2.01,0.01
2022,1,15,21,0.0,-2.02,100.0,2.37,0.01
2022,1,15,22,0.0,-2.52,100.0,2.62,0.02
2022,1,15,23,0.0,-2.73,100.0,2.79,0.06
2022,1,16,0,0.0,-2.96,100.0,2.81,0.09
2022,1,16,1,0.0,-2.18,100.0,3.23,0.2
2022,1,16,2,0.0,-2.27,98.79,3.4,0.27
2022,1,16,3,0.0,-2.54,98.12,3.22,0.23
2022,1,16,4,0.0,-2.5,97.82,3.08,0.17
2022,1,16,5,0.0,-2.31,97.6,3.19,0.13
2022,1,16,6,0.0,-2.01,96.81,3.67,0.2
2022,1,16,7,0.0,-1.64,95.74,4.03,0.34
2022,1,16,8,30.08,-0.84,92.76,4.51,0.84
2022,1,16,9,61.42,0.04,90.04,4.76,0.54
2022,1,16,10,84.57,1.24,87.95,5.36,0.21
2022,1,16,11,77.9,2.56,85.77,5.98,0.1
2022,1,16,12,102.45,3.55,84.27,6.22,0.32
2022,1,16,13,99.45,3.45,87.34,5.83,1.12
2022,1,16,14,74.75,2.72,92.63,5.46,1.79
2022,1,16,15,34.7,2.15,95.8,5.24,1.27
2022,1,16,16,0.0,1.72,98.58,4.91,0.7
2022,1,16,17,0.0,1.52,100.0,4.31,0.62
2022,1,16,18,0.0,1.58,100.0,3.79,1.04
2022,1,16,19,0.0,1.7,100.0,3.5,0.67
2022,1,16,20,0.0,1.77,100.0,3.05,0.57
2022,1,16,21,0.0,1.82,100.0,2.39,0.57
2022,1,16,22,0.0,1.88,100.0,1.83,0.56
2022,1,16,23,0.0,2.02,100.0,1.55,0.41
2022,1,17,0,0.0,2.24,100.0,1.37,0.34
2022,1,17,1,0.0,2.26,100.0,1.16,0.33
2022,1,17,2,0.0,2.22,100.0,0.82,0.35
2022,1,17,3,0.0,1.92,99.75,0.67,0.42
2022,1,17,4,0.0,1.35,99.1,0.91,0.53
2022,1,17,5,0.0,0.77,98.32,1.18,0.53
2022,1,17,6,0.0,0.3,97.58,1.3,0.56
2022,1,17,7,0.0,0.1,97.18,1.36,0.5
2022,1,17,8,49.4,0.42,96.3,1.68,0.44
2022,1,17,9,107.35,1.09,95.26,1.83,0.36
2022,1,17,10,160.6,2.12,94.51,1.83,0.33
2022,1,17,11,185.98,3.15,94.05,1.96,0.3
2022,1,17,12,158.73,3.83,93.71,1.98,0.28
2022,1,17,13,119.43,4.71,92.47,2.26,0.21
2022,1,17,14,87.75,5.07,92.21,2.36,0.21
2022,1,17,15,48.6,4.49,95.06,1.71,0.2
2022,1,17,16,0.0,3.39,97.28,1.81,0.15
2022,1,17,17,0.0,3.04,97.6,1.85,0.09
2022,1,17,18,0.0,2.93,96.65,1.74,0.05
2022,1,17,19,0.0,2.82,96.34,1.62,0.03
2022,1,17,20,0.0,2.43,97.29,1.57,0.02
2022,1,17,21,0.0,1.96,98.75,1.52,0.01
2022,1,17,22,0.0,1.67,99.87,1.43,0.02
2022,1,17,23,0.0,1.68,99.54,1.25,0.04
2022,1,18,0,0.0,1.85,99.26,0.99,0.1
2022,1,18,1,0.0,1.96,98.47,0.77,0.15
2022,1,18,2,0.0,1.96,97.99,0.64,0.16
2022,1,18,3,0.0,1.92,97.54,0.75,0.14
2022,1,18,4,0.0,1.79,97.98,1.15,0.13
2022,1,18,5,0.0,1.76,98.19,1.56,0.13
2022,1,18,6,0.0,1.53,99.1,1.98,0.11
2022,1,18,7,0.0,1.4,99.3,2.44,0.09
2022,1,18,8,76.97,2.27,95.13,3.67,0.07
2022,1,18,9,182.35,3.56,91.16,4.52,0.02
2022,1,18,10,270.45,5.54,85.67,5.02,0.0
2022,1,18,11,322.12,7.46,76.9,5.88,0.0
2022,1,18,12,329.67,8.21,72.4,5.99,0.0
2022,1,18,13,282.1,8.26,71.8,5.59,0.0
2022,1,18,14,194.95,7.73,75.32,4.7,0.0
2022,1,18,15,87.78,5.49,88.04,2.99,0.01
2022,1,18,16,0.0,3.42,98.01,3.05,0.01
2022,1,18,17,0.0,2.92,100.0,3.02,0.02
2022,1,18,18,0.0,1.84,100.0,3.01,0.01
2022,1,18,19,0.0,0.79,100.0,3.01,0.01
2022,1,18,20,0.0,0.0,100.0,3.02,0.02
2022,1,18,21,0.0,0.24,100.0,3.36,0.05
2022,1,18,22,0.0,0.73,100.0,3.37,0.11
2022,1,18,23,0.0,0.83,97.79,3.26,0.17
2022,1,19,0,0.0,0.73,96.91,2.4,0.34
2022,1,19,1,0.0,0.77,97.08,1.71,0.43
2022,1,19,2,0.0,0.57,98.42,1.09,0.35
2022,1,19,3,0.0,0.53,99.16,0.94,0.29
2022,1,19,4,0.0,0.63,99.17,1.08,0.23
2022,1,19,5,0.0,0.59,99.68,1.34,0.17
2022,1,19,6,0.0,0.57,100.0,1.69,0.12
2022,1,19,7,0.0,0.78,100.0,2.07,0.1
2022,1,19,8,34.08,2.28,95.49,3.02,0.1
2022,1,19,9,21.27,3.53,91.33,3.94,0.11
2022,1,19,10,33.6,4.81,87.26,4.03,0.17
2022,1,19,11,58.17,5.88,83.94,4.25,0.3
2022,1,19,12,49.2,6.56,82.37,4.6,0.4
2022,1,19,13,43.5,6.81,83.37,4.62,0.4
2022,1,19,14,34.2,6.62,86.57,4.28,0.31
2022,1,19,15,16.25,5.94,90.88,4.16,1.5
2022,1,19,16,1.5,5.43,93.27,4.81,7.03
2022,1,19,17,0.0,5.16,95.25,4.95,8.63
